漢字,文字コード,コード,その他
鎰,住基ネット統一文字コード,J+BE1E,MJ027137
鎰,住基ネット統一文字コード,J+BE28,MJ027138
鎹,Unicode,U+93B9,NULL
鎹,JIS X 0213,1-79-17,面区点番号
鎹,Shift_JIS-2004,E850,NULL
鎹,MJ文字図形名,MJ027147,NULL
鎹,MJ文字図形名,MJ027148,NULL
鎹,MJ文字図形名,MJ027149,NULL
鎹,MJ文字図形名,MJ027150,NULL
鎹,MJ文字図形名,MJ027151,NULL
鎹,戸籍統一文字番号,461830,MJ027147
鎹,戸籍統一文字番号,462660,MJ027148
鎹,住基ネット統一文字コード,J+BE07,MJ027147
鎹,住基ネット統一文字コード,J+93B9,MJ027148
鎹,住基ネット統一文字コード,J+BE08,MJ027149
鎹,住基ネット統一文字コード,J+BE09,MJ027150
鎹,住基ネット統一文字コード,J+BE29,MJ027151
鎬,Unicode,U+93AC,NULL
鎬,JIS X 0213,1-79-14,面区点番号
鎬,Shift_JIS-2004,E84D,NULL
鎬,MJ文字図形名,MJ027130,NULL
鎬,戸籍統一文字番号,462420,NULL
鎬,住基ネット統一文字コード,J+93AC,NULL
鏖,Unicode,U+93D6,NULL
鏖,JIS X 0213,1-79-18,面区点番号
鏖,Shift_JIS-2004,E851,NULL
鏖,MJ文字図形名,MJ027185,NULL
鏖,戸籍統一文字番号,463170,NULL
鏖,住基ネット統一文字コード,J+93D6,NULL
鏘,Unicode,U+93D8,NULL
鏘,JIS X 0213,1-79-22,面区点番号
鏘,Shift_JIS-2004,E855,NULL
鏘,MJ文字図形名,MJ027187,NULL
鏘,戸籍統一文字番号,463200,NULL
鏘,住基ネット統一文字コード,J+93D8,NULL
鏈,Unicode,U+93C8,NULL
鏈,JIS X 0213,1-79-26,面区点番号
鏈,Shift_JIS-2004,E859,NULL
鏈,MJ文字図形名,MJ027165,NULL
鏈,MJ文字図形名,MJ027166,NULL
鏈,戸籍統一文字番号,462790,MJ027165
鏈,戸籍統一文字番号,462970,MJ027166
鏈,住基ネット統一文字コード,J+BE1F,MJ027165
鏈,住基ネット統一文字コード,J+93C8,MJ027166
鏤,Unicode,U+93E4,NULL
鏤,JIS X 0213,1-79-27,面区点番号
鏤,Shift_JIS-2004,E85A,NULL
鏤,MJ文字図形名,MJ027202,NULL
鏤,戸籍統一文字番号,463360,NULL
鏤,住基ネット統一文字コード,J+93E4,NULL
鏨,Unicode,U+93E8,NULL
鏨,JIS X 0213,1-79-20,面区点番号
鏨,Shift_JIS-2004,E853,NULL
鏨,MJ文字図形名,MJ027206,NULL
鏨,戸籍統一文字番号,463400,NULL
鏨,住基ネット統一文字コード,J+93E8,NULL
鏃,Unicode,U+93C3,NULL
鏃,JIS X 0213,1-79-23,面区点番号
鏃,Shift_JIS-2004,E856,NULL
鏃,MJ文字図形名,MJ027159,NULL
鏃,戸籍統一文字番号,462900,NULL
鏃,住基ネット統一文字コード,J+93C3,NULL
鏝,Unicode,U+93DD,NULL
鏝,JIS X 0213,1-79-24,面区点番号
鏝,Shift_JIS-2004,E857,NULL
鏝,MJ文字図形名,MJ027192,NULL
鏝,戸籍統一文字番号,463610,NULL
鏝,住基ネット統一文字コード,J+93DD,NULL
鏐,Unicode,U+93D0,NULL
鏐,JIS X 0213,1-79-25,面区点番号
鏐,Shift_JIS-2004,E858,NULL
鏐,MJ文字図形名,MJ027175,NULL
鏐,MJ文字図形名,MJ027176,NULL
鏐,戸籍統一文字番号,463070,MJ027175
鏐,住基ネット統一文字コード,J+93D0,MJ027175
鏐,住基ネット統一文字コード,J+BE2D,MJ027176
鐚,Unicode,U+941A,NULL
鐚,JIS X 0213,1-79-28,面区点番号
鐚,Shift_JIS-2004,E85B,NULL
鐚,MJ文字図形名,MJ027265,NULL
鐚,戸籍統一文字番号,464300,NULL
鐚,住基ネット統一文字コード,J+941A,NULL
鏗,Unicode,U+93D7,NULL
鏗,JIS X 0213,1-79-19,面区点番号
鏗,Shift_JIS-2004,E852,NULL
鏗,MJ文字図形名,MJ027186,NULL
鏗,戸籍統一文字番号,463190,NULL
鏗,住基ネット統一文字コード,J+93D7,NULL
鐔,Unicode,U+9414,NULL
鐔,JIS X 0213,1-79-29,面区点番号
鐔,Shift_JIS-2004,E85C,NULL
鐔,MJ文字図形名,MJ027253,NULL
鐔,MJ文字図形名,MJ027254,NULL
鐔,戸籍統一文字番号,464170,MJ027253
鐔,戸籍統一文字番号,464450,MJ027254
鐔,住基ネット統一文字コード,J+BE34,MJ027253
鐔,住基ネット統一文字コード,J+9414,MJ027254
鐃,Unicode,U+9403,NULL
鐃,JIS X 0213,1-79-31,面区点番号
鐃,Shift_JIS-2004,E85E,NULL
鐃,MJ文字図形名,MJ027235,NULL
鐃,戸籍統一文字番号,463910,NULL
鐃,住基ネット統一文字コード,J+9403,NULL
鐐,Unicode,U+9410,NULL
鐐,JIS X 0213,1-79-33,面区点番号
鐐,Shift_JIS-2004,E860,NULL
鐐,MJ文字図形名,MJ027249,NULL
鐐,戸籍統一文字番号,464100,NULL
鐐,住基ネット統一文字コード,J+9410,NULL
鐓,Unicode,U+9413,NULL
鐓,JIS X 0213,1-79-30,面区点番号
鐓,Shift_JIS-2004,E85D,NULL
鐓,MJ文字図形名,MJ027252,NULL
鐓,戸籍統一文字番号,464150,NULL
鐓,住基ネット統一文字コード,J+9413,NULL
鐫,Unicode,U+942B,NULL
鐫,JIS X 0213,1-79-35,面区点番号
鐫,Shift_JIS-2004,E862,NULL
鐫,MJ文字図形名,MJ027279,NULL
鐫,戸籍統一文字番号,464620,NULL
鐫,住基ネット統一文字コード,J+942B,NULL
鐶,Unicode,U+9436,NULL
鐶,JIS X 0213,1-79-34,面区点番号
鐶,Shift_JIS-2004,E861,NULL
鐶,MJ文字図形名,MJ027292,NULL
鐶,戸籍統一文字番号,464830,NULL
鐶,住基ネット統一文字コード,J+9436,NULL
鐺,Unicode,U+943A,NULL
鐺,JIS X 0213,1-79-38,面区点番号
鐺,Shift_JIS-2004,E865,NULL
鐺,MJ文字図形名,MJ027297,NULL
鐺,戸籍統一文字番号,464910,NULL
鐺,住基ネット統一文字コード,J+943A,NULL
鑠,Unicode,U+9460,NULL
鑠,JIS X 0213,1-79-43,面区点番号
鑠,Shift_JIS-2004,E86A,NULL
鑠,MJ文字図形名,MJ027344,NULL
鑠,戸籍統一文字番号,465760,NULL
鑠,住基ネット統一文字コード,J+9460,NULL
鑢,Unicode,U+9462,NULL
鑢,JIS X 0213,1-79-44,面区点番号
鑢,Shift_JIS-2004,E86B,NULL
鑢,MJ文字図形名,MJ027346,NULL
鑢,戸籍統一文字番号,465780,NULL
鑢,住基ネット統一文字コード,J+9462,NULL
鑞,Unicode,U+945E,NULL
鑞,JIS X 0213,1-79-45,面区点番号
鑞,Shift_JIS-2004,E86C,NULL
鑞,MJ文字図形名,MJ027341,NULL
鑞,戸籍統一文字番号,465710,NULL
鑞,住基ネット統一文字コード,J+945E,NULL
鑪,Unicode,U+946A,NULL
鑪,JIS X 0213,1-79-46,面区点番号
鑪,Shift_JIS-2004,E86D,NULL
鑪,MJ文字図形名,MJ027354,NULL
鑪,戸籍統一文字番号,465970,NULL
鑪,住基ネット統一文字コード,J+946A,NULL
鑰,Unicode,U+9470,NULL
鑰,JIS X 0213,1-79-48,面区点番号
鑰,Shift_JIS-2004,E86F,NULL
鑰,MJ文字図形名,MJ027362,NULL
鑰,戸籍統一文字番号,466100,NULL
鑰,住基ネット統一文字コード,J+9470,NULL
鑷,Unicode,U+9477,NULL
鑷,JIS X 0213,1-79-50,面区点番号
鑷,Shift_JIS-2004,E871,NULL
鑷,MJ文字図形名,MJ027374,NULL
鑷,MJ文字図形名,MJ027375,NULL
鑷,MJ文字図形名,MJ027376,NULL
鑷,戸籍統一文字番号,466280,MJ027374
鑷,住基ネット統一文字コード,J+9477,MJ027374
鑷,住基ネット統一文字コード,J+BE54,MJ027375
鑷,住基ネット統一文字コード,J+BE55,MJ027376
鑼,Unicode,U+947C,NULL
鑼,JIS X 0213,1-79-53,面区点番号
鑼,Shift_JIS-2004,E874,NULL
鑼,MJ文字図形名,MJ027381,NULL
鑼,戸籍統一文字番号,466410,NULL
鑼,住基ネット統一文字コード,J+947C,NULL
鑾,Unicode,U+947E,NULL
鑾,JIS X 0213,1-79-54,面区点番号
鑾,Shift_JIS-2004,E875,NULL
鑾,MJ文字図形名,MJ027383,NULL
鑾,戸籍統一文字番号,466430,NULL
鑾,住基ネット統一文字コード,J+947E,NULL
鑽,Unicode,U+947D,NULL
鑽,JIS X 0213,1-79-51,面区点番号
鑽,Shift_JIS-2004,E872,NULL
鑽,MJ文字図形名,MJ027382,NULL
鑽,戸籍統一文字番号,466420,NULL
鑽,住基ネット統一文字コード,J+947D,NULL
鑚,Unicode,U+945A,NULL
鑚,JIS X 0213,1-79-52,面区点番号
鑚,Shift_JIS-2004,E873,NULL
鑚,MJ文字図形名,MJ027333,NULL
鑚,戸籍統一文字番号,465660,NULL
鑚,住基ネット統一文字コード,J+945A,NULL
钁,Unicode,U+9481,NULL
钁,JIS X 0213,1-79-55,面区点番号
钁,Shift_JIS-2004,E876,NULL
钁,MJ文字図形名,MJ027386,NULL
钁,戸籍統一文字番号,466530,NULL
钁,住基ネット統一文字コード,J+9481,NULL
鑿,Unicode,U+947F,NULL
鑿,JIS X 0213,1-79-56,面区点番号
鑿,Shift_JIS-2004,E877,NULL
鑿,MJ文字図形名,MJ027384,NULL
鑿,戸籍統一文字番号,466490,NULL
鑿,住基ネット統一文字コード,J+947F,NULL
糺,Unicode,U+7CFA,NULL
糺,JIS X 0213,1-68-93,面区点番号
糺,Shift_JIS-2004,E2FB,NULL
糺,MJ文字図形名,MJ019948,NULL
糺,戸籍統一文字番号,304290,NULL
糺,住基ネット統一文字コード,J+7CFA,NULL
紆,Unicode,U+7D06,NULL
紆,JIS X 0213,1-68-94,面区点番号
紆,Shift_JIS-2004,E2FC,NULL
紆,MJ文字図形名,MJ019969,NULL
紆,戸籍統一文字番号,304500,NULL
紆,住基ネット統一文字コード,J+7D06,NULL
紂,Unicode,U+7D02,NULL
紂,JIS X 0213,1-69-01,面区点番号
紂,Shift_JIS-2004,E340,NULL
紂,MJ文字図形名,MJ019963,NULL
紂,戸籍統一文字番号,304460,NULL
紂,住基ネット統一文字コード,J+7D02,NULL
紊,Unicode,U+7D0A,NULL
紊,JIS X 0213,1-69-04,面区点番号
紊,Shift_JIS-2004,E343,NULL
紊,MJ文字図形名,MJ019975,NULL
紊,MJ文字図形名,MJ019976,NULL
紊,戸籍統一文字番号,304740,MJ019975
紊,住基ネット統一文字コード,J+7D0A,MJ019975
紊,住基ネット統一文字コード,J+B812,MJ019976
紕,Unicode,U+7D15,NULL
紕,JIS X 0213,1-69-03,面区点番号
紕,Shift_JIS-2004,E342,NULL
紕,MJ文字図形名,MJ019994,NULL
紕,戸籍統一文字番号,304900,NULL
紕,住基ネット統一文字コード,J+7D15,NULL
紜,Unicode,U+7D1C,NULL
紜,JIS X 0213,1-69-02,面区点番号
紜,Shift_JIS-2004,E341,NULL
紜,MJ文字図形名,MJ020004,NULL
紜,戸籍統一文字番号,305030,NULL
紜,住基ネット統一文字コード,J+7D1C,NULL
絅,Unicode,U+7D45,NULL
絅,JIS X 0213,1-69-05,面区点番号
絅,Shift_JIS-2004,E344,NULL
絅,MJ文字図形名,MJ020051,NULL
絅,戸籍統一文字番号,305860,NULL
絅,住基ネット統一文字コード,J+7D45,NULL
紿,Unicode,U+7D3F,NULL
紿,JIS X 0213,1-69-09,面区点番号
紿,Shift_JIS-2004,E348,NULL
紿,MJ文字図形名,MJ020043,NULL
紿,戸籍統一文字番号,305800,NULL
紿,住基ネット統一文字コード,J+7D3F,NULL
絆,Unicode,U+7D46,NULL
絆,JIS X 0213,1-69-11,面区点番号
絆,Shift_JIS-2004,E34A,NULL
絆,MJ文字図形名,MJ020052,NULL
絆,MJ文字図形名,MJ020053,NULL
絆,戸籍統一文字番号,305870,MJ020052
絆,住基ネット統一文字コード,J+7D46,MJ020052
絆,住基ネット統一文字コード,J+B815,MJ020053
紵,Unicode,U+7D35,NULL
紵,JIS X 0213,1-69-10,面区点番号
紵,Shift_JIS-2004,E349,NULL
紵,MJ文字図形名,MJ020032,NULL
紵,戸籍統一文字番号,305640,NULL
紵,住基ネット統一文字コード,J+7D35,NULL
紮,Unicode,U+7D2E,NULL
紮,JIS X 0213,1-69-07,面区点番号
紮,Shift_JIS-2004,E346,NULL
紮,MJ文字図形名,MJ020022,NULL
紮,戸籍統一文字番号,305520,NULL
紮,住基ネット統一文字コード,J+7D2E,NULL
紲,Unicode,U+7D32,NULL
紲,JIS X 0213,1-69-08,面区点番号
紲,Shift_JIS-2004,E347,NULL
紲,MJ文字図形名,MJ020029,NULL
紲,戸籍統一文字番号,305580,NULL
紲,住基ネット統一文字コード,J+7D32,NULL
絳,Unicode,U+7D73,NULL
絳,JIS X 0213,1-69-12,面区点番号
絳,Shift_JIS-2004,E34B,NULL
絳,MJ文字図形名,MJ020110,NULL
絳,MJ文字図形名,MJ020111,NULL
絳,MJ文字図形名,MJ020112,NULL
絳,戸籍統一文字番号,306630,MJ020110
絳,住基ネット統一文字コード,J+7D73,MJ020110
絳,住基ネット統一文字コード,J+B829,MJ020111
絳,住基ネット統一文字コード,J+B82A,MJ020112
絖,Unicode,U+7D56,NULL
絖,JIS X 0213,1-69-13,面区点番号
絖,Shift_JIS-2004,E34C,NULL
絖,MJ文字図形名,MJ020073,NULL
絖,戸籍統一文字番号,306240,NULL
絖,住基ネット統一文字コード,J+7D56,NULL
絎,Unicode,U+7D4E,NULL
絎,JIS X 0213,1-69-14,面区点番号
絎,Shift_JIS-2004,E34D,NULL
絎,MJ文字図形名,MJ020064,NULL
絎,戸籍統一文字番号,306110,NULL
絎,住基ネット統一文字コード,J+7D4E,NULL
絣,Unicode,U+7D63,NULL
絣,JIS X 0213,1-69-19,面区点番号
絣,Shift_JIS-2004,E352,NULL
絣,MJ文字図形名,MJ020091,NULL
絣,MJ文字図形名,MJ020092,NULL
絣,戸籍統一文字番号,306430,MJ020091
絣,戸籍統一文字番号,308020,MJ020092
絣,住基ネット統一文字コード,J+7D63,MJ020091
絨,Unicode,U+7D68,NULL
絨,JIS X 0213,1-69-16,面区点番号
絨,Shift_JIS-2004,E34F,NULL
絨,MJ文字図形名,MJ020097,NULL
絨,戸籍統一文字番号,306490,NULL
絨,住基ネット統一文字コード,J+7D68,NULL
絏,Unicode,U+7D4F,NULL
絏,JIS X 0213,1-69-18,面区点番号
絏,Shift_JIS-2004,E351,NULL
絏,MJ文字図形名,MJ020065,NULL
絏,戸籍統一文字番号,306120,NULL
絏,住基ネット統一文字コード,J+7D4F,NULL
絮,Unicode,U+7D6E,NULL
絮,JIS X 0213,1-69-17,面区点番号
絮,Shift_JIS-2004,E350,NULL
絮,MJ文字図形名,MJ020103,NULL
絮,戸籍統一文字番号,306570,NULL
絮,住基ネット統一文字コード,J+7D6E,NULL
綏,Unicode,U+7D8F,NULL
綏,JIS X 0213,1-69-23,面区点番号
綏,Shift_JIS-2004,E356,NULL
綏,MJ文字図形名,MJ020144,NULL
綏,MJ文字図形名,MJ020145,NULL
綏,戸籍統一文字番号,307230,MJ020144
綏,住基ネット統一文字コード,J+7D8F,MJ020144
綏,住基ネット統一文字コード,J+B82B,MJ020145
絽,Unicode,U+7D7D,NULL
絽,JIS X 0213,1-69-24,面区点番号
絽,Shift_JIS-2004,E357,NULL
絽,MJ文字図形名,MJ020123,NULL
絽,戸籍統一文字番号,306960,NULL
絽,住基ネット統一文字コード,J+7D7D,NULL
綉,Unicode,U+7D89,NULL
綉,JIS X 0213,1-69-21,面区点番号
綉,Shift_JIS-2004,E354,NULL
綉,MJ文字図形名,MJ020138,NULL
綉,戸籍統一文字番号,307150,NULL
綉,住基ネット統一文字コード,J+7D89,NULL
絛,Unicode,U+7D5B,NULL
絛,JIS X 0213,1-69-22,面区点番号
絛,Shift_JIS-2004,E355,NULL
絛,MJ文字図形名,MJ020079,NULL
絛,戸籍統一文字番号,306870,NULL
絛,住基ネット統一文字コード,J+7D5B,NULL
綛,Unicode,U+7D9B,NULL
綛,JIS X 0213,1-69-25,面区点番号
綛,Shift_JIS-2004,E358,NULL
綛,MJ文字図形名,MJ020162,NULL
綛,MJ文字図形名,MJ020163,NULL
綛,MJ文字図形名,MJ020164,NULL
綛,戸籍統一文字番号,307550,MJ020162
綛,戸籍統一文字番号,307570,MJ020163
綛,住基ネット統一文字コード,J+B822,MJ020162
綛,住基ネット統一文字コード,J+7D9B,MJ020163
綛,住基ネット統一文字コード,J+B824,MJ020164
綺,Unicode,U+7DBA,NULL
綺,JIS X 0213,1-69-26,面区点番号
綺,Shift_JIS-2004,E359,NULL
綺,MJ文字図形名,MJ020206,NULL
綺,戸籍統一文字番号,308170,NULL
綺,住基ネット統一文字コード,J+7DBA,NULL
綵,Unicode,U+7DB5,NULL
綵,JIS X 0213,1-69-29,面区点番号
綵,Shift_JIS-2004,E35C,NULL
綵,MJ文字図形名,MJ020199,NULL
綵,MJ文字図形名,MJ020200,NULL
綵,戸籍統一文字番号,308110,MJ020199
綵,住基ネット統一文字コード,J+7DB5,MJ020199
綵,住基ネット統一文字コード,J+B832,MJ020200
緇,Unicode,U+7DC7,NULL
緇,JIS X 0213,1-69-30,面区点番号
緇,Shift_JIS-2004,E35D,NULL
緇,MJ文字図形名,MJ020223,NULL
緇,MJ文字図形名,MJ020224,NULL
緇,戸籍統一文字番号,308310,MJ020223
緇,戸籍統一文字番号,309680,MJ020224
緇,住基ネット統一文字コード,J+7DC7,MJ020223
綽,Unicode,U+7DBD,NULL
綽,JIS X 0213,1-69-31,面区点番号
綽,Shift_JIS-2004,E35E,NULL
綽,MJ文字図形名,MJ020210,NULL
綽,戸籍統一文字番号,308210,NULL
綽,住基ネット統一文字コード,J+7DBD,NULL
綢,Unicode,U+7DA2,NULL
綢,JIS X 0213,1-69-34,面区点番号
綢,Shift_JIS-2004,E361,NULL
綢,MJ文字図形名,MJ020173,NULL
綢,MJ文字図形名,MJ020174,NULL
綢,戸籍統一文字番号,307780,MJ020173
綢,住基ネット統一文字コード,J+7DA2,MJ020173
綢,住基ネット統一文字コード,J+B835,MJ020174
綣,Unicode,U+7DA3,NULL
綣,JIS X 0213,1-69-28,面区点番号
綣,Shift_JIS-2004,E35B,NULL
綣,MJ文字図形名,MJ020175,NULL
綣,MJ文字図形名,MJ020176,NULL
綣,戸籍統一文字番号,307820,MJ020175
綣,住基ネット統一文字コード,J+7DA3,MJ020175
綣,住基ネット統一文字コード,J+B845,MJ020176
綸,Unicode,U+7DB8,NULL
綸,JIS X 0213,1-69-37,面区点番号
綸,Shift_JIS-2004,E364,NULL
綸,MJ文字図形名,MJ020203,NULL
綸,戸籍統一文字番号,308140,NULL
綸,住基ネット統一文字コード,J+7DB8,NULL
綯,Unicode,U+7DAF,NULL
綯,JIS X 0213,1-69-35,面区点番号
綯,Shift_JIS-2004,E362,NULL
綯,MJ文字図形名,MJ020191,NULL
綯,MJ文字図形名,MJ058312,NULL
綯,戸籍統一文字番号,308040,MJ020191
綯,戸籍統一文字番号,308750,MJ058312
綯,住基ネット統一文字コード,J+7DAF,MJ020191
綮,Unicode,U+7DAE,NULL
綮,JIS X 0213,1-69-27,面区点番号
綮,Shift_JIS-2004,E35A,NULL
綮,MJ文字図形名,MJ020189,NULL
綮,MJ文字図形名,MJ020190,NULL
綮,戸籍統一文字番号,308000,MJ020189
綮,戸籍統一文字番号,308660,MJ020190
綮,住基ネット統一文字コード,J+B82F,MJ020189
綮,住基ネット統一文字コード,J+7DAE,MJ020190
綰,Unicode,U+7DB0,NULL
綰,JIS X 0213,1-69-39,面区点番号
綰,Shift_JIS-2004,E366,NULL
綰,MJ文字図形名,MJ020192,NULL
綰,戸籍統一文字番号,308060,NULL
綰,住基ネット統一文字コード,J+7DB0,NULL
綫,Unicode,U+7DAB,NULL
綫,JIS X 0213,1-69-32,面区点番号
綫,Shift_JIS-2004,E35F,NULL
綫,MJ文字図形名,MJ020185,NULL
綫,戸籍統一文字番号,307950,NULL
綫,住基ネット統一文字コード,J+7DAB,NULL
綟,Unicode,U+7D9F,NULL
綟,JIS X 0213,1-69-38,面区点番号
綟,Shift_JIS-2004,E365,NULL
綟,MJ文字図形名,MJ020168,NULL
綟,MJ文字図形名,MJ020169,NULL
綟,戸籍統一文字番号,307580,MJ020168
綟,戸籍統一文字番号,307710,MJ020169
綟,住基ネット統一文字コード,J+7D9F,MJ020168
綟,住基ネット統一文字コード,J+B830,MJ020169
緤,Unicode,U+7DE4,NULL
緤,JIS X 0213,1-69-42,面区点番号
緤,Shift_JIS-2004,E369,NULL
緤,MJ文字図形名,MJ020257,NULL
緤,戸籍統一文字番号,309050,NULL
緤,住基ネット統一文字コード,J+7DE4,NULL
緞,Unicode,U+7DDE,NULL
緞,JIS X 0213,1-69-43,面区点番号
緞,Shift_JIS-2004,E36A,NULL
緞,MJ文字図形名,MJ020248,NULL
緞,戸籍統一文字番号,308930,NULL
緞,住基ネット統一文字コード,J+7DDE,NULL
緘,Unicode,U+7DD8,NULL
緘,JIS X 0213,1-69-40,面区点番号
緘,Shift_JIS-2004,E367,NULL
緘,MJ文字図形名,MJ020241,NULL
緘,戸籍統一文字番号,308850,NULL
緘,住基ネット統一文字コード,J+7DD8,NULL
緲,Unicode,U+7DF2,NULL
緲,JIS X 0213,1-69-45,面区点番号
緲,Shift_JIS-2004,E36C,NULL
緲,MJ文字図形名,MJ020275,NULL
緲,戸籍統一文字番号,309340,NULL
緲,住基ネット統一文字コード,J+7DF2,NULL
縅,Unicode,U+7E05,NULL
縅,JIS X 0213,1-69-47,面区点番号
縅,Shift_JIS-2004,E36E,NULL
縅,MJ文字図形名,MJ020295,NULL
縅,戸籍統一文字番号,309730,NULL
縅,住基ネット統一文字コード,J+7E05,NULL
緝,Unicode,U+7DDD,NULL
緝,JIS X 0213,1-69-41,面区点番号
緝,Shift_JIS-2004,E368,NULL
緝,MJ文字図形名,MJ020246,NULL
緝,MJ文字図形名,MJ020247,NULL
緝,戸籍統一文字番号,308920,MJ020246
緝,住基ネット統一文字コード,J+7DDD,MJ020246
緝,住基ネット統一文字コード,J+B844,MJ020247
緡,Unicode,U+7DE1,NULL
緡,JIS X 0213,1-69-46,面区点番号
緡,Shift_JIS-2004,E36D,NULL
緡,MJ文字図形名,MJ020252,NULL
緡,戸籍統一文字番号,308990,NULL
緡,住基ネット統一文字コード,J+7DE1,NULL
縡,Unicode,U+7E21,NULL
縡,JIS X 0213,1-69-50,面区点番号
縡,Shift_JIS-2004,E371,NULL
縡,MJ文字図形名,MJ020329,NULL
縡,戸籍統一文字番号,310440,NULL
縡,住基ネット統一文字コード,J+7E21,NULL
縟,Unicode,U+7E1F,NULL
縟,JIS X 0213,1-69-53,面区点番号
縟,Shift_JIS-2004,E374,NULL
縟,MJ文字図形名,MJ020326,NULL
縟,MJ文字図形名,MJ020327,NULL
縟,戸籍統一文字番号,310420,MJ020326
縟,住基ネット統一文字コード,J+7E1F,MJ020326
縟,住基ネット統一文字コード,J+B84F,MJ020327
縊,Unicode,U+7E0A,NULL
縊,JIS X 0213,1-69-48,面区点番号
縊,Shift_JIS-2004,E36F,NULL
縊,MJ文字図形名,MJ020298,NULL
縊,MJ文字図形名,MJ020299,NULL
縊,MJ文字図形名,MJ020300,NULL
縊,戸籍統一文字番号,310020,MJ020298
縊,住基ネット統一文字コード,J+7E0A,MJ020298
縊,住基ネット統一文字コード,J+B84E,MJ020299
縊,住基ネット統一文字コード,J+B850,MJ020300
縉,Unicode,U+7E09,NULL
縉,JIS X 0213,1-69-54,面区点番号
縉,Shift_JIS-2004,E375,NULL
縉,MJ文字図形名,MJ020297,NULL
縉,MJ文字図形名,MJ030287,NULL
縉,戸籍統一文字番号,310010,MJ020297
縉,戸籍統一文字番号,310690,MJ030287
縉,住基ネット統一文字コード,J+7E09,MJ020297
縉,住基ネット統一文字コード,J+FA59,MJ030287
縋,Unicode,U+7E0B,NULL
縋,JIS X 0213,1-69-55,面区点番号
縋,Shift_JIS-2004,E376,NULL
縋,MJ文字図形名,MJ020301,NULL
縋,MJ文字図形名,MJ020302,NULL
縋,戸籍統一文字番号,309840,MJ020301
縋,戸籍統一文字番号,310040,MJ020302
縋,住基ネット統一文字コード,J+B839,MJ020301
縋,住基ネット統一文字コード,J+7E0B,MJ020302
縢,Unicode,U+7E22,NULL
縢,JIS X 0213,1-69-56,面区点番号
縢,Shift_JIS-2004,E377,NULL
縢,MJ文字図形名,MJ020330,NULL
縢,MJ文字図形名,MJ020331,NULL
縢,MJ文字図形名,MJ020332,NULL
縢,戸籍統一文字番号,310460,MJ020330
縢,戸籍統一文字番号,310720,MJ020331
縢,住基ネット統一文字コード,J+B84A,MJ020330
縢,住基ネット統一文字コード,J+7E22,MJ020331
